
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Bupivacaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride, Injection, 0.25%; 75 mg/30 mL (2.5 mg/mL) (NDC 0409-1159-10)","Revised","08/31/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine, Injection, 0.75% 15 mg/2 mL (7.5 mg/mL) in Dextrose 8.25% (NDC 0409-1761-10)","Revised","08/31/2026","Unavailable","Next Delivery: October 2026; Estimated Recovery: December 2026","","Demand increase for the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine, Injection, 0.75% 15 mg/2 mL (NDC 0409-1761-62)","Revised","08/31/2026","Available","","","","Analgesia/Addiction","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride And Epinephrine, Injection, 25 mg/10 mL (2.5 mg/mL) (NDC 0409-9042-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride And Epinephrine, Injection, 75 mg/30 mL (2.5 mg/mL) (NDC 0409-9042-17)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride and Epinephrine, Injection, 125 mg/50 mL (2.5 mg/mL) (NDC 0409-9043-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride And Epinephrine, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-9045-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride and Epinephrine, Injection, 150 mg/30 mL (5 mg/mL) (NDC 0409-9045-17)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bupivacaine Hydrochloride And Epinephrine, Injection, 250 mg/50 mL (5 mg/mL) (NDC 0409-9046-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 25 mg/10 mL (2.5 mg/mL 1:200,000) (NDC 0409-1746-10)","Reverified","08/24/2026","Available","","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 75 mg/30 mL (2.5 mg/mL 1:200,000) (NDC 0409-1746-30)","Reverified","08/24/2026","Available","","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 50 mg/10 mL (5 mg/mL 1:200,000) (NDC 0409-1749-10)","Reverified","08/24/2026","Available","","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 150 mg/30 mL (5 mg/mL 1:200,000) (NDC 0409-1749-29)","Reverified","08/24/2026","Available","","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 125 mg/50 mL (2.5 mg/mL 1:200,000) (NDC 0409-1752-50)","Reverified","08/24/2026","Available","","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 250 mg/50 mL (5 mg/mL 1:200,000) (NDC 0409-1755-50)","Reverified","08/24/2026","Available","","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-461-57)","Reverified","08/25/2026","Available","Check wholesaler for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-463-57)","Reverified","08/25/2026","Available","Check wholesaler for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-468-17)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-468-37)","Revised","08/25/2026","Available","Check wholesaler for inventory","","Other","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-17)","Reverified","08/25/2026","Available","7 month dating available on request. Check wholesalers for inventory.","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-37)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-31)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Delay in shipping of the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC","888-386-1300","Sensorcaine, Injection, 7.5 mg/1 mL; .005 mg/1 mL (NDC 63323-460-37)","Reverified","08/25/2026","Available","Check wholesaler for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Busulfan Injection","Mylan Institutional, a Viatris Company","800-796-9526","Busulfan, Injection, 6 mg/1 mL (NDC 67457-893-08)","New","10/24/2025","","Discontinuation of the manufacture of the drug.","","","Hematology","To Be Discontinued","","10/24/2025","10/24/2025","","","","","","",""
"Calcitriol Capsule","Teva Pharmaceuticals USA, Inc.","800-545-8800","Calcitriol, Capsule, .25 ug (NDC 0093-7352-01)","New","12/04/2025","","A business decision was made to discontinue manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","12/04/2025","12/04/2025","","","","","","",""
"Calcitriol Capsule","Teva Pharmaceuticals USA, Inc.","800-545-8800","Calcitriol, Capsule, .5 ug (NDC 0093-7353-01)","New","12/04/2025","","A business decision was made to discontinue manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","12/04/2025","12/04/2025","","","","","","",""
"Calcium Chloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Calcium Chloride, Injection, 100 mg/1 mL (NDC 0409-4928-34)","New","11/07/2025","","Discontinuation of the manufacture of the drug","","","Cardiovascular; Endocrinology/Metabolism","To Be Discontinued","","11/07/2025","11/07/2025","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 1.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0426-52)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 1.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0426-53)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0427-52)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0427-53)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 4.25 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0429-52)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 4.25 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0429-53)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL Low Calcium with Dextrose, Intraperitoneal Injection, Solution, 18.3 mg/100 mL; 1.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0409-07)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 1.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0411-06)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 1.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0411-07)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0413-06)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0413-07)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 4.25 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0415-06)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 4.25 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0415-07)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL Low Calcium with Dextrose, Intraperitoneal Injection, Solution, 18.3 mg/100 mL; 1.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0424-51)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution","Vantive US Healthcare LLC","800-284-4060 ","DIANEAL Low Calcium with Dextrose, Intraperitoneal Injection, Solution, 18.3 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0430-51)","New","08/03/2026","","A business decision was made to discontinue manufacture of the drug.","","","Renal","To Be Discontinued","","08/03/2026","08/03/2026","","","","","","",""
